system:index,CLASS_2000,CLASS_2010,CLASS_2012,CLASS_2014,CLASS_2016,CLASS_2018,CLASS_2020,LAT,LON,PESO_AMOS,bacia,classification_2000,classification_2010,classification_2012,classification_2014,classification_2016,classification_2018,classification_2020,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000031ff_0,4,4,4,4,4,4,4,-42.86952998,-15.55513548,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.86944690451602,-15.555092712521018]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003202_0,4,15,15,15,15,15,15,-42.61836102,-14.71485136,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.618277951076195,-14.714808595755617]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003222_0,4,4,4,4,4,4,4,-42.6744159,-14.7178158,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.674332824805255,-14.717773036193211]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000035dc_0,4,4,4,4,4,4,4,-43.84806482,-14.71539035,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.84798174350741,-14.71534758492609]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003b27_0,4,4,4,4,4,4,4,-43.69364442,-15.778277,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.693561346167265,-15.778234229096308]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003b6a_0,4,4,4,4,4,4,4,-43.0274538,-14.70541905,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.027370731464224,-14.705376285272362]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003e62_0,4,4,4,4,4,4,4,-43.18268268,-14.90942645,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.18259961256008,-14.909383686295905]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003f06_0,4,4,4,4,4,4,4,-43.86342601,-14.8773566,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.863342934865855,-14.877313830652838]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003f54_0,4,4,4,4,4,4,4,-43.69283593,-15.3004631,577269.117194877,766,3,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.69275286241156,-15.300420329473134]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000406e_0,4,4,4,4,4,4,4,-43.67828323,-15.55001508,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.67820015480882,-15.549972315401536]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004104_0,4,4,4,4,4,4,4,-43.91436048,-14.75204161,577269.117194877,766,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.91427741147543,-14.751998848518165]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000041e2_0,4,4,4,4,4,4,4,-43.02664532,-15.01479884,577269.117194877,766,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.02656224770852,-15.014756069123125]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004319_0,4,4,4,4,4,4,4,-42.95388178,-14.5038371,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.95379870969484,-14.503794335515941]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000e_0,15,15,15,15,15,15,15,-43.64324893,-16.44877952,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.64316585872816,-16.44873675716312]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000005f_0,15,15,15,15,15,15,15,-43.31392655,-14.68655443,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.31384347556994,-14.686511664305852]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000001ba_0,15,15,15,15,15,15,15,-43.76586897,-15.41526779,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.765785895010474,-15.415225022783607]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000001cc_0,15,15,15,15,15,15,15,-43.00104333,-14.68709342,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.000960262111114,-14.687050653476325]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000066f_0,15,15,15,15,15,15,15,-42.99727041,-14.66472537,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.99718733791781,-14.664682602901747]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000008a1_0,15,15,15,15,15,15,15,-43.65753214,-16.10328747,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.65744907174566,-16.103244698890748]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000008a8_0,15,15,15,15,15,15,15,-43.54919532,-15.85858638,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.549112248480846,-15.858543615496592]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000a47_0,15,15,15,15,15,15,15,-43.03419117,-15.70874739,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.034108096095125,-15.708704626105456]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000cab_0,15,15,15,15,15,15,15,-43.66426951,-16.05423945,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.66418643637655,-16.054196684377825]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000ce6_0,15,15,15,15,15,15,15,-43.60390272,-16.01435425,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.60381964928372,-16.014311485762917]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000cef_0,15,15,15,15,15,15,15,-42.97193792,-15.22527411,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.97185484690564,-15.225231340192328]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000d22_0,15,15,15,15,15,15,15,-43.44220597,-16.45416942,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.44212289814221,-16.454126648867835]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000d32_0,15,15,15,15,15,15,15,-43.50931012,-16.1612288,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.509227049865935,-16.161186034716458]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000d98_0,15,15,15,15,15,15,15,-43.72733124,-16.11218079,467577.724397527,766,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.72724816932175,-16.112138020203535]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000db1_0,15,15,15,15,15,15,15,-44.06123503,-16.06286328,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.06115196042897,-16.06282051110537]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000dd8_0,15,15,15,15,15,15,15,-43.49691337,-16.46063729,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.49683029894509,-16.460594518913496]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000e89_0,15,15,15,15,15,15,15,-43.73218214,-16.12349956,467577.724397527,766,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.73209907185599,-16.12345679278344]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000e97_0,15,15,15,15,15,15,15,-43.6548372,-16.57032158,467577.724397527,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.6547541258933,-16.57027881510449]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000e9b_0,15,15,15,15,15,15,15,-43.41390904,-16.10005353,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.41382596669244,-16.10001076386792]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000ecc_0,15,15,15,15,15,15,15,-44.06042655,-16.10598241,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.06034347667327,-16.10593964474311]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000ee1_0,15,15,15,15,15,15,15,-43.50957962,-16.62799342,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.509496544451174,-16.62795065634496]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000eeb_0,15,15,15,15,15,15,15,-43.28967203,-14.67954757,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.28958896289871,-14.67950480508972]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002bee_0,15,15,15,15,15,15,15,-43.20316427,-14.74233981,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.203081201038,-14.742297043449675]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002d0b_0,15,15,15,15,15,15,15,-43.32713178,-15.7828584,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.3270487102465,-15.782815637045317]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002d19_0,15,15,15,15,15,15,15,-44.15663612,-16.19841905,467577.724397527,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.156553043602464,-16.198376287479007]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002dbc_0,15,15,15,15,15,15,15,-43.33683359,-14.47230624,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.33675051531499,-14.472263469043346]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f18_0,15,15,15,15,15,15,15,-43.21259658,-15.26435082,577269.117194877,766,3,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.21251351152126,-15.26430805505153]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f2c_0,15,15,15,15,15,15,15,-43.23846806,-15.06492483,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.2383849917039,-15.064882061976995]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f2e_0,15,15,15,15,15,15,15,-43.60632817,-15.98524884,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.606245100550844,-15.985206070557444]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f35_0,15,15,15,15,15,15,15,-43.46888593,-15.31285985,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.46880286208056,-15.312817080393982]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f39_0,15,15,15,15,15,15,15,-43.67774424,-15.14146129,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.67766116563835,-15.141418524183978]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f3d_0,4,15,15,15,15,15,15,-43.1271668,-15.48479739,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.127083728001494,-15.484754625774459]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f3f_0,15,15,15,15,15,15,15,-43.47158088,-14.82803909,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.47149780793292,-14.827996321554677]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f45_0,15,15,15,15,15,15,15,-43.72301933,-14.77791309,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.72293625595797,-14.777870328700807]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f47_0,15,15,15,15,15,15,15,-43.33710308,-15.77962447,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.33702000990023,-15.779581702022487]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f4d_0,15,15,15,15,15,15,15,-43.65618467,-15.18835335,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.65610159881948,-15.188310582015017]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f51_0,15,15,15,15,15,15,15,-43.35003882,-15.84511165,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.349955749991544,-15.845068886234799]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f55_0,15,15,15,15,15,15,15,-43.50580669,-15.68152844,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.505723620257875,-15.681485672996635]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f59_0,15,15,15,15,15,15,15,-43.46026211,-15.96530624,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.460179035353015,-15.96526347124999]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f5f_0,15,15,15,15,15,15,15,-43.12501084,-15.10885245,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.124927771319605,-15.10880967937044]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f61_0,15,15,15,15,15,15,15,-43.58800254,-14.71323439,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.587919468754805,-14.713191628244202]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f7c_0,15,15,15,15,15,15,4,-43.35488972,-14.93745389,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.354806652525795,-14.937411123160434]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f7f_0,15,15,15,15,15,15,15,-43.0425455,-14.65933548,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.042462428237435,-14.65929271119703]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f84_0,15,15,15,15,15,15,15,-42.81509207,-14.62996057,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.815008998298374,-14.629917801406322]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f89_0,15,15,15,15,15,15,15,-43.34653539,-15.64164324,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.34645232038348,-15.641600474381727]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f90_0,15,15,15,15,15,15,15,-43.44490092,-15.83244541,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.44481784399457,-15.832402640728715]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002f92_0,15,15,15,15,15,15,15,-44.01164803,-15.58693584,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-44.01156495674557,-15.58689307357885]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fb0_0,15,15,15,15,15,15,15,-43.47238936,-14.62268421,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.472306291688625,-14.622641447604954]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fbc_0,15,15,15,15,15,15,15,-42.83099225,-15.00348006,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.830909178827284,-15.00343729654322]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fc8_0,15,15,15,15,15,15,15,-43.19211499,-14.64855569,577269.117194877,766,3,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.19203192304334,-14.648512927787596]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fca_0,15,15,15,15,15,15,15,-43.54084099,-14.57956508,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.540757916338535,-14.579522313967217]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fdc_0,15,15,15,15,15,15,15,-43.63812853,-14.87358367,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.63804546160868,-14.873540906459537]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fe4_0,15,15,15,15,15,15,15,-43.65564568,-15.15466653,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.65556260964901,-15.154623758860534]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fe7_0,15,15,15,15,15,15,15,-43.67127637,-15.91383277,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.67119329559269,-15.913790005469943]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002fee_0,15,15,15,15,15,15,15,-43.02098593,-14.64505226,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.02090286141856,-14.64500949817953]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002ff4_0,15,15,15,15,15,15,15,-43.51281355,-15.42254414,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.512730479474,-15.422501376584977]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003005_0,15,15,15,15,15,15,15,-43.48748106,-15.58262393,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.48739798846184,-15.582581160215074]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003013_0,15,15,15,15,15,15,15,-43.45136879,-15.57858151,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.45128571404023,-15.578538741436537]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003035_0,15,15,15,15,15,15,15,-43.89037547,-15.76614974,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.89029239338944,-15.766106972760694]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000304c_0,15,15,15,15,22,22,22,-42.87033846,-15.81411978,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.87025538827172,-15.814077008932676]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003052_0,15,15,15,15,15,15,15,-42.99592294,-14.61810281,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.99583986499163,-14.618060039655944]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000308a_0,15,15,15,15,15,15,15,-43.97472727,-15.91814469,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.974644198568264,-15.918101918833717]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000308c_0,15,15,15,15,15,15,15,-43.25221229,-15.89011725,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.25212921555093,-15.890074481969187]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003090_0,15,15,15,15,15,15,15,-43.41121409,-15.76857519,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.41113102084009,-15.768532424027816]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003098_0,15,15,15,15,15,15,15,-43.61387402,-14.95470154,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.61379094893745,-14.95465877661553]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000309f_0,4,15,15,15,15,15,15,-43.92999117,-15.92407357,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.92990809741911,-15.924030799708905]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030c1_0,15,15,15,15,15,15,15,-43.12393286,-15.38427591,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.12384979297866,-15.384233145481485]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030c3_0,15,15,15,15,15,15,15,-43.01990795,-14.49332681,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.019824883077625,-14.493284046691743]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030c5_0,15,15,15,15,15,15,15,-43.54569189,-15.72491707,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.54560881887278,-15.724874301219607]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030c6_0,15,15,15,15,15,15,15,-43.57344983,-15.29642068,577269.117194877,766,3,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.57336676115207,-15.296377910694595]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030d0_0,15,15,15,15,15,15,15,-43.32901824,-15.39020479,577269.117194877,766,3,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.32893517234315,-15.390162026356673]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030df_0,15,15,15,15,15,15,15,-43.39693088,-14.70892248,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.39684780782259,-14.708879714880428]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030ea_0,15,15,15,15,15,15,15,-43.27026842,-15.13526291,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.270185352761736,-15.135220148723553]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030f5_0,15,15,15,15,15,15,15,-42.86683503,-15.82193512,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.866751958663656,-15.821892351904516]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000030fb_0,15,15,15,15,15,15,15,-43.22768828,-14.94715569,577269.117194877,766,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.22760520829447,-14.947112928228925]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003101_0,15,15,15,15,15,15,15,-42.94229351,-15.42712555,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.94221044252969,-15.427082784533987]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003103_0,15,15,15,15,15,15,15,-42.93879008,-15.32795154,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.93870701292163,-15.32790877716719]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000314b_0,4,15,15,15,15,15,15,-43.40717167,-14.657988,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.40708860206155,-14.657945238270852]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003172_0,15,15,15,15,15,15,15,-43.53302565,-15.96153331,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-43.5329425733667,-15.96149054705669]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003180_0,15,15,15,15,15,15,15,-42.64719694,-14.61109595,577269.117194877,766,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-42.64711387169643,-14.611053180439812]}"
