system:index,CLASS_2000,CLASS_2010,CLASS_2012,CLASS_2014,CLASS_2016,CLASS_2018,CLASS_2020,LAT,LON,PESO_AMOS,bacia,classification_2000,classification_2010,classification_2012,classification_2014,classification_2016,classification_2018,classification_2020,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000467a_0,4,4,4,4,4,4,4,-39.77977456,-4.221271202,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.77969148478692,-4.221228435841838]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004681_0,4,4,4,4,4,4,4,-39.90616752,-4.369762719,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.906084445262536,-4.369719952306795]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004695_0,4,4,4,15,15,15,15,-40.81732871,-4.605031492,376488.441665494,752,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.817245637944964,-4.604988725217697]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000046a4_0,4,4,15,15,15,15,15,-40.3004381,-4.57673456,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.30035502346259,-4.576691793767933]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000046cc_0,4,4,4,4,4,4,4,-39.89754369,-4.517984741,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.89746061853499,-4.517941974186516]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000046e4_0,4,4,4,4,4,4,4,-40.61332131,-4.714985283,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.613238236921426,-4.714942515993927]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000474b_0,15,4,4,4,4,4,4,-40.19237077,-3.114187446,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.19228769478302,-3.1141446796929393]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004754_0,4,4,4,4,4,4,4,-40.07756607,-3.332747555,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.077483001472544,-3.332704788319219]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000476c_0,4,4,4,4,4,4,4,-40.80439297,-3.946386725,642926.727352927,752,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.80430989785365,-3.9463439589012643]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000047f7_0,4,4,4,4,4,4,4,-40.75777041,-4.501545571,376488.441665494,752,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.757687334607844,-4.501502804487129]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004818_0,4,4,4,4,4,4,4,-40.55079856,-3.996512718,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.550715493146704,-3.9964699517551336]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004819_0,4,4,4,4,4,4,4,-40.11637329,-3.699529685,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.1162902217465,-3.6994869188252197]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004823_0,4,4,4,4,4,4,4,-40.24087979,-4.065503332,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.24079672012547,-4.0654605655755125]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000483d_0,4,4,4,4,4,4,4,-40.75211102,-3.980073549,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.75202794831789,-3.980030782055746]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004853_0,4,4,4,4,4,4,4,-40.04468773,-3.241119396,642926.727352927,752,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.044604662073766,-3.241076629339028]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004855_0,4,4,4,4,4,4,4,-40.24734766,-3.512500443,642926.727352927,752,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.247264590171135,-3.512457676671535]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000048a6_0,4,4,4,4,4,4,4,-40.42036319,-3.935067953,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.42028011389255,-3.9350251863213583]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000048c0_0,4,4,4,4,4,4,4,-40.59095326,-3.967137809,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.59087018634685,-3.9670950419644253]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000048fa_0,4,4,4,4,4,4,4,-40.10963593,-3.329244125,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.10955285711561,-3.329201358711153]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004910_0,4,4,4,4,4,4,4,-40.22336264,-3.109336544,642926.727352927,752,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.22327957208514,-3.109293777158694]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000492f_0,15,4,4,4,4,4,4,-40.7429482,-4.498581131,376488.441665494,752,4,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.74286513241987,-4.498538364049534]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004943_0,4,4,4,4,4,4,4,-40.31418232,-3.56639936,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.31409924730962,-3.5663565937187065]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000497e_0,4,4,4,4,4,4,4,-40.34786914,-3.483934017,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.3477860704641,-3.4838912506365345]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004986_0,4,4,4,4,4,4,4,-40.43356842,-3.936415426,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.43348534856911,-3.9363726592475374]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a07_0,4,4,4,4,4,4,4,-40.31984171,-3.73564196,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.31975863359958,-3.7355991932468244]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a0b_0,4,4,4,4,4,4,4,-40.15841445,-3.672580227,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.1583313770433,-3.672537460301634]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a16_0,4,4,4,4,4,4,4,-40.26459532,-3.858800985,642926.727352927,752,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.26451224362623,-3.8587582186996108]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000482e_0,18,18,18,18,18,18,18,-40.05061661,-3.285047013,642926.727352927,752,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.050533542948955,-3.2850042467324725]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004964_0,18,18,18,18,18,18,18,-40.1956047,-2.973511273,642926.727352927,752,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.195521629805846,-2.9734685061998225]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002174_0,4,4,4,4,4,4,4,-40.35541499,-3.90434557,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.35533191885071,-3.9043028036044705]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004482_0,15,15,15,15,4,4,4,-40.46536878,-4.48914882,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.46528570962694,-4.489106053566279]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004505_0,15,15,15,15,15,15,15,-40.37050669,-4.698007124,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.37042361562392,-4.697964357124068]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000450f_0,15,15,15,15,15,15,15,-40.30367203,-4.77535207,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.30358895848543,-4.775309303086758]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000045aa_0,15,15,15,15,15,15,15,-40.39745615,-4.800145571,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.3973730741475,-4.800102804928458]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000045d9_0,15,4,4,4,4,4,4,-40.40311553,-4.82413059,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.40303246043746,-4.824087823014449]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000461b_0,15,15,15,15,15,15,15,-39.88433846,-4.209682935,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.88425538385843,-4.209640168676696]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004675_0,15,15,15,15,15,15,4,-40.16380434,-4.802840517,376488.441665494,752,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.16372126874801,-4.802797750780816]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004746_0,15,15,15,15,15,15,15,-40.155989,-3.008815063,642926.727352927,752,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.155905925776175,-3.0087722968657196]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000481d_0,15,15,15,15,15,15,15,-40.59661264,-3.827000624,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.596529572636804,-3.82695785764178]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004867_0,15,15,15,15,15,15,15,-40.4742621,-3.805980047,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.47417903093972,-3.805937279993383]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004914_0,15,15,15,15,15,15,15,-40.15275506,-3.234651526,642926.727352927,752,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.15267199075335,-3.2346087592933674]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000290b_0,33,33,33,33,33,33,33,-40.20611499,-3.42707066,642926.727352927,752,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.206031918630046,-3.427027893151769]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000044d3_0,3,3,3,3,3,3,3,-39.88891986,-4.188123368,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.88883679180744,-4.188080601857828]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000026a3_0,4,15,15,15,15,15,15,-40.1010121,-2.920690334,642926.727352927,752,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.10092903038806,-2.9206475674935946]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000026c1_0,4,4,27,15,15,4,4,-40.55726644,-4.590748279,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.557183363192365,-4.590705512200197]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000285b_0,4,4,4,4,4,4,4,-40.37535759,-4.454114524,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.375274518158164,-4.454071757485618]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002a10_0,4,4,4,4,4,15,15,-40.61951968,-3.834546473,642926.727352927,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.61943661238185,-3.834503706028384]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000445e_0,4,4,4,4,4,4,4,-40.03175199,-4.263042863,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.031668921982444,-4.263000096553395]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000446a_0,4,4,4,4,4,4,4,-40.19290976,-4.16764178,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.19282668395349,-4.167599013379903]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004481_0,4,4,4,4,4,4,4,-39.82370217,-4.135841419,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.823619102180366,-4.135798652322071]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000044c1_0,4,4,4,4,4,4,4,-40.61844171,-4.408569939,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.6183586340409,-4.408527172580758]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000044df_0,4,4,4,4,4,4,4,-40.43275994,-4.331494488,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.4326768648134,-4.331451721203303]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000450a_0,4,4,4,4,4,4,4,-40.41389532,-4.012143404,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.41381224384689,-4.012100637698813]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004535_0,4,4,4,4,4,4,4,-40.72947348,-4.543317232,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.72939040315808,-4.543274465198686]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004537_0,4,4,4,4,4,4,4,-39.84445326,-4.28756687,376488.441665494,752,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.84437018524353,-4.287524103809859]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000453e_0,4,15,15,15,15,15,15,-39.83609892,-4.266546293,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.836015853101216,-4.266503526161462]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004546_0,4,4,4,4,4,4,4,-40.22848304,-4.479986004,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.228399969204624,-4.47994323766826]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004547_0,4,4,4,4,4,4,4,-39.75147763,-4.579160012,376488.441665494,752,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.75139455333716,-4.5791172450350555]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000454a_0,4,4,4,4,4,4,4,-40.26944622,-4.419888712,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.26936314616047,-4.419845945160664]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004553_0,4,4,4,4,4,4,4,-40.21716427,-4.422044668,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.21708119662472,-4.422001901842551]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004558_0,4,4,4,4,4,4,4,-40.36888972,-4.410456401,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.3688066481125,-4.410413634677409]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004560_0,4,4,4,4,4,4,4,-40.60523647,-4.516637268,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.60515339936435,-4.516594501260337]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004567_0,4,4,4,4,4,4,4,-39.81049694,-4.424739614,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.810413867503804,-4.42469684769491]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004573_0,4,4,4,4,4,4,4,-40.33142997,-4.333919939,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.33134690076472,-4.333877172470426]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004576_0,4,4,4,4,4,4,4,-40.47560958,-4.340118314,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.4755265038659,-4.340075547930851]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004586_0,4,4,4,4,4,4,4,-40.04387925,-4.100537628,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.04379617831806,-4.100494861656174]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004594_0,4,4,4,4,4,4,4,-40.39368322,-4.127487087,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.3936001499542,-4.12744432017976]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004599_0,4,4,4,4,4,4,4,-39.85361607,-4.27463113,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.85353300114154,-4.274588363718538]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000045e4_0,4,4,4,4,4,4,4,-40.61951968,-4.012412899,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.61943661238185,-4.012370132284049]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000045ea_0,4,4,4,4,4,4,4,-39.9368899,-4.382698459,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.936806827979424,-4.3826556923981155]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000045f7_0,4,4,4,4,4,4,4,-40.26405633,-4.537657845,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.263973254455756,-4.5376150789087335]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000045fc_0,4,4,4,4,4,4,4,-40.22201517,-4.153628062,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.22193209915896,-4.1535852949476375]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004609_0,4,4,4,4,4,4,4,-40.18509441,-4.698276618,376488.441665494,752,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.185011340981646,-4.698233851709304]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000460a_0,4,4,4,4,4,4,4,-40.49501319,-4.082750986,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.494930114002884,-4.082708219030607]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004612_0,4,4,4,4,4,4,4,-40.32442311,-4.612307846,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.32434004154859,-4.612265079019066]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000462c_0,4,4,4,4,4,4,4,-40.58771932,-4.818740698,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.58763625132402,-4.818697931309732]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000462d_0,4,4,4,4,4,4,4,-40.28426842,-4.069815245,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.284185348348444,-4.069772478939287]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004635_0,4,4,4,4,4,4,4,-40.12418864,-4.201867592,376488.441665494,752,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.12410556471834,-4.201824825704856]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000463f_0,4,4,4,4,4,4,4,-39.79163232,-4.272205679,376488.441665494,752,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.7915492465373,-4.272162912451415]}"
